 sex row_number liters_drunk age drink check_number
7686 M 3.0 5 34 Cola 4261
7687 - 27.0 3 37 Fanta 3764
7688 "Не указан" 65.0 65435153 67 Bugbeer 3320
7689 "Не указан" 36.0 2 16 Cola 4563
7690 Ж 44.0 5 24 Fanta 2014
7691 Ж 2.0 4 49 "Strong beer" 916
7692 -  4 41 Bugbeer 8860
7693 ж 29.0 3 48 Beerbeer 7641
7694 ж 10.0 2 50 "Strong beer" 2222
7695 ж 80.0 4 22 Beerbeer 7730
7696 м 10.0 2 49 "Strong beer" 1819
7697 ж 58.0 4 73 Fanta 5509
7698 Ж 87.0 5 46 Cola 4370
7699 "Не указан" 43.0 3 25 Water 9381
7700 Ж 62.0 3 15 Cola 1298
7701 - 25.0 0 77 Water 8933
7702 M 8.0 4 74 "Strong beer" 6503
7703 - 80.0 4 11 Water 9653
7704 ж 57.0 3 26 Water 9986
7705 ж 13.0 1 43 Fanta 8289
7706 Ж 92.0 2 27 Beerbeer 8853
7707 м 50.0 4 71 Cola 7225
7708 M 93.0 3 57 Water 8207
7709 - 41.0 2 59 Bugbeer 6529
7710 ж 86.0 0 37 Beerbeer 8368
7711 "Не указан" 27.0 1 19 Water 6698
7712 - 64.0 5 18 Fanta 9090
7713 Ж 88.0 1 65 Cola 6535
7714 M 7.0 3 24 Fanta 7525
7715 м 15.0 2 65 Water 2761
7716 M 64.0 1 41 Cola 2059
7717 Ж 54.0 5 80 Fanta 6222
7718 "Не указан" 67.0 5 13 Cola 2321
7719 м 54.0 2 70 Beerbeer 5996
7720 "Не указан" 36.0 3 72 Beerbeer 9925
7721 - 55.0 -6 25 Fanta 1704
7722 м 41.0 4 36 Water 3612
7723 м 32.0 5 15 Cola 1278
7724 м 49.0 72261359 65 Cola 6249
7725 "Не указан" 20.0 1 28 Fanta 4559
7726 - 76.0 2 60 Bugbeer 9308
7727 ж 57.0 1 51 Water 6315
7728 м 98.0 3 63 "Strong beer" 6934
7729 M 54.0 0 47 "Strong beer" 1037
7730 ж 77.0 3 53 Cola 8450
7731 м 39.0 1 65 Cola 1473
7732 ж 15.0 3 52 Cola 2502
7733 - 28.0 5 19 Fanta 8597
7734 - 15.0 3 44 Beerbeer 6948
7735 M 68.0 1 80 Cola 1572
7736 - 66.0 1 38 Cola 4722
7737 м 81.0 4 41 "Strong beer" 4298
7738 "Не указан" 90.0 2 54 Fanta 2142
7739 M 52.0 5 37 Bugbeer 6877
7740 ж 70.0 3 23 Water 2390
7741 ж 57.0 2 47 Cola 5042
7742 M 44.0 0 50 Bugbeer 1136
7743 ж 27.0 0 41 Water 8809
7744 м 72.0 5 71 Cola 9420
7745 м 51.0 3 19 Fanta 1346
7746 ж 89.0 0 31 Cola 9547
7747 м 51.0 2 32 Beerbeer 5276
7748 - 52.0 0 70 Bugbeer 1123
7749 м 26.0 3 39 Beerbeer 2412
7750 ж 22.0 2 77 Bugbeer 6302
7751 "Не указан" 79.0 3 28 Bugbeer 2537
7752 ж 50.0 5 72 Water 897
7753 M 21.0 3 78 Bugbeer 2617
7754 м 89.0 4 34 Bugbeer 126
7755 -  0 19 Cola 2351
7756 - 40.0 5 28 "Strong beer" 1803
7757 Ж  15432853 60 Cola 9054
7758 Ж 99.0 4 26 Cola 5495
7759 ж 1.0 4 79 "Strong beer" 2418
7760 M 1.0 -4 47 Beerbeer 2505
7761 - 87.0 2 18 Fanta 6272
7762 - 67.0 1 38 Water 852
7763 M 6.0 92711128 51 "Strong beer" 1840
7764 ж 94.0 4 45 Water 8665
7765 M 87.0 3 58 Water 7672
7766 M 5.0 3 79 "Strong beer" 5643
7767 - 1.0 0 65 Bugbeer 6485
7768 м 55.0 0 76 Fanta 8776
7769 ж 80.0 26238744 22 Fanta 4925
7770 - 94.0 803333 41 Fanta 5738
7771 Ж 89.0 0 55 Fanta 2876
7772 "Не указан" 51.0 -2 16 Fanta 3202
7773 м 26.0 0 10 Fanta 5048
7774 м 54.0 0 35 Cola 7155
7775 м 8.0 3 20 Water 4916
7776 Ж 39.0 -4 48 "Strong beer" 4149
7777 м 25.0 2 52 Bugbeer 6618
7778 Ж 69.0 49880051 64 Water 2438
7779 Ж 19.0 4 70 "Strong beer" 1270
7780 Ж 31.0 62697016 70 Bugbeer 2214
7781 ж 63.0 5 19 Water 6214
7782 - 29.0 2 57 Water 7292
7783 ж 25.0 2 68 Water 4398
7784 м 19.0 3 18 Water 3853
7785 "Не указан" 85.0 4 48 Cola 2891
7786 "Не указан" 41.0 0 46 "Strong beer" 4188
7787 - 87.0 5 12 Water 5630
7788 Ж 15.0 4 48 Cola 4522
7789 M 78.0 3 38 Beerbeer 5043
7790 м 96.0 1 77 Water 7918
7791 - 51.0 3 75 Cola 4453
7792 "Не указан" 39.0 4 38 Water 4033
7793 ж 14.0 0 33 Beerbeer 5361
7794 м 38.0 5 47 Cola 7317
7795 Ж  4 22 Fanta 3169
7796 Ж 18.0 1 50 Beerbeer 5910
7797 Ж 3.0 0 36 Fanta 9868
7798 M 46.0 2 64 "Strong beer" 7617
7799 "Не указан" 25.0 0 72 Bugbeer 8682
7800 м 20.0 97489576 67 Bugbeer 7286
7801 M 77.0 0 68 Fanta 5032
7802 M 61.0 0 37 Bugbeer 6257
7803 Ж 3.0 5 63 Fanta 3829
7804 м 59.0 58605102 39 "Strong beer" 8848
7805 M 93.0 3 53 Bugbeer 8042
7806 "Не указан" 5.0 2 59 Cola 2964
7807 Ж 57.0 2 75 Bugbeer 1198
7808 ж 62.0 0 29 Cola 6958
7809 Ж 91.0 4 72 Cola 1820
7810 M 37.0 5 44 "Strong beer" 4001
7811 м 36.0 5 25 Water 1124
7812 м 84.0 1 69 Cola 7724
7813 "Не указан" 51.0 6680915 31 Bugbeer 4792
7814 M 53.0 2 22 "Strong beer" 5106
7815 "Не указан" 19.0 3 40 "Strong beer" 8786
7816 Ж  0 54 Bugbeer 3753
7817 "Не указан" 64.0 1 28 "Strong beer" 6445
7818 "Не указан" 80.0 3 19 Cola 7492
7819 ж 11.0 4 55 Bugbeer 4865
7820 м 79.0 1 79 Water 5387
7821 "Не указан" 82.0 4 22 Fanta 7991
7822 - 53.0 4 41 Fanta 6836
7823 Ж 23.0 5 54 Fanta 6416
7824 м 14.0 4 73 Water 5606
7825 Ж 55.0 1 69 Beerbeer 2983
7826 M 20.0 3 77 Bugbeer 3485
7827 M 78.0 3 33 Water 8137
7828 ж 36.0 2 78 Bugbeer 5692
7829 м 99.0 1 37 Beerbeer 1422
7830 Ж 72.0 4 46 Bugbeer 5773
7831 Ж 12.0 2 24 Bugbeer 6522
7832 ж 9.0 3 58 Fanta 4506
7833 м 1.0 2 16 Fanta 9099
7834 ж 11.0 92286374 23 Cola 3100
7835 M 52.0 5 23 Cola 1951
7836 Ж 33.0 0 31 Cola 4014
7837 Ж 81.0 0 51 Beerbeer 4465
7838 ж 94.0 0 44 Cola 5779
7839 - 13.0 2 79 Beerbeer 3590
7840 M 47.0 5 52 "Strong beer" 3956
7841 Ж 46.0 3 80 Cola 2192
7842 M 87.0 2 56 Bugbeer 3914
7843 -  2 48 Bugbeer 8476
7844 м 27.0 4 33 Bugbeer 963
7845 "Не указан" 35.0 4 56 Bugbeer 4791
7846 Ж  1 33 Water 6062
7847 - 56.0 4 19 Fanta 9318
7848 -  2 66 Bugbeer 5274
7849 Ж 87.0 1 28 Beerbeer 6409
7850 ж 13.0 2 24 Beerbeer 3079
7851 - 37.0 5 51 Bugbeer 9899
7852 "Не указан" 61.0 4 50 Fanta 9103
7853 M 44.0 0 30 Beerbeer 1761
7854 Ж 59.0 4 17 Cola 7893
7855 ж 84.0 2 76 Water 5888
7856 ж 57.0 5 72 "Strong beer" 7782
7857 Ж 58.0 2 42 Fanta 8186
7858 ж 78.0 5 17 Fanta 5070
7859 м 37.0 5 26 Cola 5467
7860 - 90.0 3 80 Water 9395
7861 M 17.0 0 41 "Strong beer" 8864
7862 ж  5 68 Water 5760
7863 M 84.0 5 66 "Strong beer" 2643
7864 ж 67.0 1 71 Cola 6572
7865 ж  4 49 "Strong beer" 6385
7866 - 25.0 4 18 Fanta 9327
7867 ж 80.0 3 38 Bugbeer 3027
7868 M 80.0 87147618 17 Fanta 441
7869 ж 18.0 4 49 Bugbeer 8127
7870 - 25.0 0 51 Water 7352
7871 Ж 11.0 1 35 Water 89
7872 м 34.0 2 48 Beerbeer 1807
7873 - 34.0 2 43 Cola 4
7874 ж 32.0 0 53 Bugbeer 1941
7875 M 86.0 5 35 Fanta 5236
7876 м 43.0 3 23 Beerbeer 1085
7877 "Не указан" 76.0 0 72 Cola 2795
7878 ж 29.0 0 57 Fanta 7296
7879 ж 15.0 0 15 Water 7505
7880 м 25.0 0 75 "Strong beer" 8952
7881 - 65.0 3 46 Water 3807
7882 - 36.0 4 79 "Strong beer" 8504
7883 м 20.0 2 31 Bugbeer 363
7884 м 62.0 5 79 "Strong beer" 33
7885 - 8.0 5 39 "Strong beer" 2039
7886 - 28.0 5 72 Cola 7414
7887 - 34.0 4 15 Water 2959
7888 Ж 14.0 3 37 Cola 8673
7889 - 85.0 5 77 Fanta 2872
7890 - 71.0 90693687 60 Bugbeer 3800
7891 Ж 73.0 2 22 Beerbeer 1930
7892 Ж 36.0 3 42 Water 5982
7893 - 35.0 0 26 Bugbeer 6480
7894 "Не указан" 11.0 1 30 Water 5022
7895 Ж 87.0 3 69 Beerbeer 400
7896 M 12.0 0 15 Fanta 6790
7897 M 37.0 1 27 Fanta 3621
7898 ж 33.0 2 69 Water 9692
7899 M 17.0 4 11 Cola 7578
7900 Ж 51.0 5 69 Fanta 6890
7901 M 9.0 0 56 Water 6932
7902 Ж  3 53 Fanta 2672
7903 M 67.0 2 72 Fanta 1604
7904 - 23.0 4 50 Water 7864
7905 м 86.0 0 64 Fanta 6980
7906 м 80.0 3 77 Cola 9515
7907 -  0 75 "Strong beer" 9293
7908 ж 54.0 1 67 Fanta 7684
7909 ж 92.0 1 37 Fanta 9491
7910 Ж 74.0 1 30 Fanta 8254
7911 м 76.0 5 53 Bugbeer 4431
7912 ж 57.0 0 22 Water 3866
7913 M 52.0 4 34 Cola 159
7914 M 81.0 79092713 51 Bugbeer 4070
7915 - 9.0 4 39 Fanta 9966
7916 Ж 34.0 0 59 Fanta 4550
7917 M 77.0 4 77 Fanta 9400
7918 - 62.0 2 70 Fanta 9202
7919 Ж 49.0 5 57 Beerbeer 8221
7920 "Не указан" 51.0 92255211 36 Fanta 293
7921 м 92.0 -4 36 Bugbeer 9081
7922 - 28.0 0 35 Fanta 9999
7923 "Не указан" 59.0 4 15 Cola 7694
7924 M 82.0 5 34 Fanta 2613
7925 - 82.0 1 44 Cola 5588
7926 Ж 91.0 2 13 Fanta 1880
7927 "Не указан" 55.0 4 31 Cola 4018
7928 "Не указан" 35.0 4 76 "Strong beer" 2087
7929 ж 10.0 3 10 Cola 9648
7930 Ж 46.0 3 37 Beerbeer 8954
7931 "Не указан" 47.0 0 78 Bugbeer 8166
7932 - 54.0 0 46 Beerbeer 5566
7933 "Не указан" 41.0 2 26 Beerbeer 7720
7934 ж 10.0 3 75 "Strong beer" 6320
7935 "Не указан" 96.0 4 71 "Strong beer" 9778
7936 Ж 90.0 5 32 Cola 3724
7937 - 76.0 4 67 "Strong beer" 7580
7938 Ж 95.0 2 29 Beerbeer 4429
7939 ж 8.0 1 60 Cola 343
7940 м 95.0 1 41 Beerbeer 8807
7941 Ж 92.0 2 40 Fanta 3018
7942 "Не указан" 12.0 4 48 Cola 4990
7943 Ж 47.0 0 48 Bugbeer 8162
7944 ж 71.0 2 19 Fanta 4505
7945 Ж 25.0 1 45 Water 7719
7946 Ж 12.0 1 48 Water 3039
7947 м 20.0 2 30 Bugbeer 2387
7948 M 12.0 3 49 Cola 8825
7949 м 82.0 51744683 43 Beerbeer 9306
7950 "Не указан" 15.0 3 62 Beerbeer 2503
7951 -  -5 60 Water 989
7952 M 61.0 5 43 Bugbeer 155
7953 м 11.0 1 17 Water 3309
7954 Ж 19.0 4 39 "Strong beer" 2904
7955 Ж 77.0 4 64 "Strong beer" 7305
7956 M 31.0 1 37 Cola 6388
7957 м 92.0 0 71 Cola 3676
7958 - 12.0 5 22 Beerbeer 6169
7959 м 55.0 25083502 14 Cola 5836
7960 ж 61.0 1 30 "Strong beer" 4615
7961 м 100.0 5 46 Bugbeer 7780
7962 M 4.0 0 71 "Strong beer" 2183
7963 Ж  2 54 Fanta 2000
7964 "Не указан" 2.0 4 20 Cola 7805
7965 M 23.0 3 39 Beerbeer 7084
7966 - 7.0 2 18 Cola 6709
7967 Ж 79.0 4 44 Water 6550
7968 - 54.0 0 21 Cola 9753
7969 "Не указан" 75.0 0 29 Water 3622
7970 "Не указан" 97.0 0 67 Beerbeer 9406
7971 M 11.0 1 22 Cola 7123
7972 Ж 24.0 4 26 "Strong beer" 8850
7973 M 97.0 1 73 Water 7276
7974 - 12.0 0 32 Beerbeer 4213
7975 M  2 66 Bugbeer 5983
7976 - 79.0 5 74 Bugbeer 9833
7977 Ж 2.0 3 29 Cola 1048
7978 M  5 37 "Strong beer" 1011
7979 - 12.0 5 16 Fanta 1899
7980 м 72.0 5 30 Fanta 517
7981 Ж 90.0 2 68 "Strong beer" 9727
7982 M 62.0 0 54 Fanta 9967
7983 - 17.0 1 65 Cola 4108
7984 M 19.0 3 78 Beerbeer 2430
7985 ж 11.0 2 70 Cola 8513
7986 - 16.0 4 60 Cola 8784
7987 ж 45.0 1 35 Water 8610
7988 "Не указан" 30.0 5 34 Fanta 5639
7989 - 97.0 0 72 Fanta 434
7990 м 35.0 5 24 "Strong beer" 5366
7991 M 89.0 3 10 Cola 2758
7992 м 13.0 2 61 Bugbeer 3464
7993 M 77.0 4 74 Water 8835
7994 ж 89.0 1 55 "Strong beer" 7963
7995 "Не указан" 88.0 1 21 Bugbeer 4135
7996 м 48.0 79035723 75 "Strong beer" 6927
7997 M 15.0 3 76 Beerbeer 2069
7998 "Не указан" 39.0 3 54 Bugbeer 9942
7999 ж 96.0 2 60 "Strong beer" 2120
8000 "Не указан" 45.0 1 20 Water 7019
8001 Ж 49.0 5 44 "Strong beer" 8727
8002 M 23.0 3 51 Beerbeer 4054
8003 Ж 99.0 5 30 Bugbeer 8770
8004 M 32.0 0 29 "Strong beer" 3801
8005 M 99.0 2 65 Cola 3895
8006 "Не указан" 27.0 4 66 Beerbeer 2809
8007 - 13.0 5 48 Water 469
8008 M 41.0 4 74 Fanta 2353
8009 Ж 52.0 3 57 Fanta 3768
8010 -  3 69 Beerbeer 7474
8011 м 97.0 -3 74 Beerbeer 3438
8012 м 67.0 2 17 Water 6419
8013 - 68.0 2 21 Cola 5518
8014 м 1.0 4 20 Water 8710
8015 M 4.0 0 41 Bugbeer 9220
8016 "Не указан" 50.0 5 73 Water 9677
8017 ж 80.0 3 71 Beerbeer 8040
8018 Ж 8.0 0 74 "Strong beer" 7784
8019 Ж 47.0 28367639 71 "Strong beer" 4463
8020 ж 53.0 5 44 Water 5434
8021 M 16.0 3 18 Water 1539
8022 м 88.0 4 43 Fanta 9882
8023 ж 48.0 2 39 Fanta 6089
8024 - 77.0 0 67 Cola 7856
8025 "Не указан" 7.0 5 13 Water 2762
8026 "Не указан" 15.0 3 67 Fanta 5293
8027 м 95.0 3 74 Beerbeer 3575
8028 ж 13.0 0 73 Bugbeer 7531
8029 ж 4.0 3 17 Cola 2736
8030 м 91.0 3 63 Water 651
8031 M 54.0 2 17 Fanta 3410
8032 ж 94.0 55631145 70 Beerbeer 7662
8033 "Не указан" 96.0 4 33 Fanta 6221
8034 - 78.0 1 42 Beerbeer 7093
8035 - 86.0 4 69 Cola 3839
8036 - 10.0 0 59 Cola 4249
8037 Ж 91.0 -1 58 Water 2864
8038 "Не указан" 97.0 5 69 "Strong beer" 955
8039 "Не указан" 19.0 1 41 Cola 6578
8040 Ж 40.0 4 69 Cola 9872
8041 Ж 3.0 30551385 34 "Strong beer" 1613
8042 ж 50.0 5 51 Cola 1792
8043 Ж 14.0 2 62 Beerbeer 72
8044 - 88.0 3 63 Beerbeer 529
8045 Ж 85.0 1 42 Cola 8043
8046 - 67.0 0 34 "Strong beer" 2029
8047 - 28.0 3 76 "Strong beer" 3605
8048 м 62.0 746402 19 Cola 8052
8049 M 85.0 4 43 Fanta 7275
8050 ж 30.0 5 69 Beerbeer 6555
8051 - 89.0 5 19 Fanta 3333
8052 ж 77.0 1 38 Fanta 6620
8053 ж 74.0 -3 15 Water 931
8054 Ж 24.0 0 33 Fanta 1455
8055 M 30.0 5 24 Fanta 2013
8056 "Не указан" 94.0 3 32 Water 5124
8057 ж 34.0 0 38 Fanta 1903
8058 M 50.0 0 21 Fanta 165
8059 - 86.0 3 14 Cola 3109
8060 ж 28.0 0 59 Water 832
8061 - 61.0 5 46 Fanta 4004
8062 "Не указан" 1.0 81780147 23 Beerbeer 8071
8063 Ж 42.0 2 72 Fanta 7152
8064 - 86.0 5 36 "Strong beer" 8352
8065 Ж 84.0 0 71 "Strong beer" 4688
8066 Ж 24.0 5 16 Water 6348
8067 M 32.0 0 80 Beerbeer 1492
8068 "Не указан" 16.0 3 31 Beerbeer 4827
8069 м  3 69 Beerbeer 7503
8070 Ж 27.0 3 38 Water 8755
8071 - 100.0 2 26 Beerbeer 6130
8072 ж 30.0 4 29 "Strong beer" 8571
8073 M 44.0 5 38 "Strong beer" 5315
8074 - 92.0 2 38 Fanta 519
8075 M 79.0 0 45 Bugbeer 4485
8076 м 52.0 97365773 57 Beerbeer 3200
8077 M 81.0 0 63 Fanta 8511
8078 - 85.0 4 77 "Strong beer" 9516
8079 м 3.0 62570050 47 Cola 546
8080 ж 44.0 3 45 Bugbeer 1252
8081 м 85.0 4 33 Cola 1610
8082 - 2.0 3 51 Cola 8469
8083 "Не указан" 77.0 2 31 Fanta 4384
8084 M 91.0 4 44 Bugbeer 7083
8085 м 43.0 0 38 Beerbeer 8429
8086 м 6.0 3 40 "Strong beer" 1641
8087 Ж 44.0 0 12 Cola 9747
8088 - 98.0 1 40 Fanta 8440
8089 ж 82.0 2 22 "Strong beer" 1852
8090 M 59.0 3 73 Bugbeer 2389
8091 - 68.0 -6 54 Bugbeer 7930
8092 "Не указан" 86.0 4 19 Fanta 1542
8093 м 58.0 3 65 Fanta 5431
8094 "Не указан" 84.0 3 48 Water 1044
8095 - 75.0 0 20 Fanta 82
8096 M 54.0 32751948 36 Cola 5695
8097 M 92.0 4 71 Cola 1322
8098 - 34.0 2 57 Beerbeer 2980
8099 M 27.0 3 37 Cola 4813
8100 "Не указан" 44.0 4 48 "Strong beer" 1397
8101 - 88.0 5 30 "Strong beer" 4379
8102 Ж 61.0 5 52 Water 183
8103 м 44.0 0 10 Fanta 6081
8104 M 91.0 3 59 "Strong beer" 2005
8105 "Не указан" 59.0 4 20 Water 4282
8106 ж 79.0 4 65 Water 1353
8107 "Не указан" 45.0 1 14 Cola 8311
8108 - 19.0 0 19 Water 4171
8109 M 33.0 2 67 Water 6710
8110 "Не указан" 93.0 3 55 Cola 6531
8111 - 28.0 4 39 Cola 9647
8112 - 33.0 -6 65 Fanta 7941
8113 ж 8.0 4 55 Beerbeer 3904
8114 "Не указан" 23.0 1 50 Cola 2158
8115 "Не указан" 10.0 0 23 Water 8033
8116 м 66.0 4 40 Water 4136
8117 м 57.0 1 45 Beerbeer 464
8118 M 98.0 -6 64 Bugbeer 4776
8119 M 47.0 2 73 Water 1519
8120 Ж 87.0 2 75 Cola 1779
8121 Ж 92.0 5 50 Cola 8303
8122 - 67.0 3 44 Water 7384
8123 "Не указан" 39.0 1 61 Bugbeer 6926
8124 Ж 60.0 3 24 Fanta 3141
8125 "Не указан" 3.0 5 79 Water 1328
8126 м 29.0 3 33 Beerbeer 5553
8127 м 97.0 2 73 Water 257
8128 M 67.0 3 74 Bugbeer 7080
8129 - 94.0 1 78 Beerbeer 833
8130 м 93.0 3 38 Cola 8507
8131 M 7.0 0 45 "Strong beer" 2770
8132 ж 87.0 3 59 "Strong beer" 9155
8133 ж 36.0 3 47 Bugbeer 4592
8134 - 97.0 -5 43 Fanta 4038
8135 "Не указан" 41.0 -1 78 Cola 252
8136 M 91.0 2 80 Cola 3992
8137 ж 64.0 4 59 Cola 7288
8138 Ж 33.0 0 17 Cola 6549
8139 M 49.0 4 80 Bugbeer 9546
8140 Ж 67.0 5 10 Fanta 9808
8141 "Не указан" 45.0 3 75 Fanta 4142
8142 - 10.0 3 44 Bugbeer 655
8143 M 22.0 1 10 Water 7026
8144 ж  0 76 Beerbeer 3125
8145 м 88.0 0 13 Water 8201
8146 м 17.0 3 68 Beerbeer 8528
8147 - 11.0 1 24 Water 5021
8148 - 95.0 0 41 Fanta 6598
8149 - 82.0 4 45 Bugbeer 7308
8150 ж 81.0 4 77 Water 5114
8151 Ж 21.0 0 57 Fanta 995
8152 м 23.0 5 37 Water 5353
8153 - 57.0 0 16 Water 4759
8154 M 73.0 0 45 Beerbeer 5671
8155 "Не указан" 77.0 4 78 "Strong beer" 1033
8156 - 13.0 3 33 Fanta 2315
8157 "Не указан" 28.0 3 17 Cola 5936
8158 - 20.0 2 77 Fanta 50
8159 ж 18.0 3 62 Bugbeer 5229
8160 M 60.0 0 47 "Strong beer" 2247
8161 "Не указан" 74.0 3 59 Beerbeer 5637
8162 "Не указан" 76.0 -3 61 Fanta 7896
8163 - 32.0 2 10 Cola 9331
8164 - 91.0 1 32 "Strong beer" 2088
8165 ж 98.0 5 68 Cola 3810
8166 м 13.0 2 50 Bugbeer 2915
8167 м 25.0 2 42 "Strong beer" 4763
8168 "Не указан" 57.0 4 17 Fanta 1006
8169 - 24.0 0 57 Fanta 4744
8170 - 83.0 5 50 Water 4326
8171 ж 99.0 1 33 Beerbeer 837
8172 м 33.0 2 24 "Strong beer" 2472
8173 Ж 81.0 1 31 "Strong beer" 824
8174 м 51.0 5 15 Cola 4621
8175 M 40.0 5 54 "Strong beer" 9106
8176 - 22.0 2 60 "Strong beer" 5581
8177 м 31.0 -3 12 Cola 321
8178 - 73.0 4 64 "Strong beer" 7880
8179 м 29.0 4 64 Water 371
8180 м 95.0 2 76 Cola 8677
8181 Ж 64.0 0 41 Cola 6683
8182 ж 4.0 3 44 Cola 7168
8183 Ж 67.0 4 66 Cola 238
8184 Ж 43.0 4 56 Beerbeer 2280
8185 ж 39.0 2 40 "Strong beer" 4129
8186 Ж 73.0 0 44 Bugbeer 5870
8187 Ж 70.0 5 20 Water 1762
8188 Ж 50.0 4 65 Bugbeer 812
8189 ж 52.0 48229583 14 Cola 2181
8190 Ж 28.0 4 45 Fanta 4332
8191 - 79.0 2 68 Fanta 9387
8192 - 33.0 -6 62 Water 1574
8193 Ж 17.0 1 11 Water 5717
8194 Ж 34.0 1 70 Water 3008
8195 - 48.0 4 51 Water 8431
8196 "Не указан" 88.0 5 39 Water 7201
8197 - 57.0 4 52 "Strong beer" 55
8198 "Не указан" 19.0 74442920 45 Fanta 740
8199 Ж 85.0 2 68 Cola 4867
8200 - 59.0 1 69 "Strong beer" 9236
8201 м 53.0 4 28 Water 8139
8202 ж 45.0 0 56 Cola 329
8203 M 18.0 1 63 Cola 4276
8204 Ж 86.0 2 46 Cola 1859
8205 ж 78.0 2 76 "Strong beer" 3074
8206 ж 92.0 9979361 64 Bugbeer 9989
8207 "Не указан" 93.0 1 23 "Strong beer" 7589
8208 "Не указан" 52.0 5 31 Beerbeer 8409
8209 ж 39.0 5 11 Water 409
8210 M 65.0 4 68 Cola 6759
8211 м 85.0 2 52 Fanta 1917
8212 Ж 22.0 5 37 Cola 3521
8213 Ж 14.0 2 80 Bugbeer 2125
8214 Ж 62.0 4 48 Cola 5169
8215 M 33.0 3 16 Fanta 9104
8216 "Не указан" 37.0 2 40 Water 6316
8217 - 14.0 4 19 Cola 2619
8218 м 19.0 5 58 Bugbeer 1697
8219 ж 100.0 3 78 "Strong beer" 7849
8220 - 30.0 1 23 Cola 2543
8221 ж 6.0 2 55 Water 7183
8222 - 89.0 2 36 Bugbeer 2179
8223 м 53.0 3 32 Beerbeer 1177
8224 Ж 32.0 4 12 Cola 6102
8225 ж 52.0 37861788 14 Fanta 3783
8226 Ж 35.0 4 73 Fanta 910
8227 Ж 1.0 2 58 Water 5102
8228 M 15.0 0 46 "Strong beer" 7297
8229 - 14.0 2 74 Water 374
8230 "Не указан" 83.0 2 33 Water 961
8231 - 11.0 2 77 Beerbeer 5103
8232 ж 45.0 3 15 Fanta 1907
8233 Ж 44.0 0 35 Fanta 6783
8234 м 50.0 0 37 Beerbeer 9495
8235 - 16.0 3 43 Beerbeer 1764
8236 - 70.0 79719109 49 Bugbeer 6178
8237 M 89.0 3 44 Beerbeer 1709
8238 - 94.0 95440571 15 Water 3499
8239 M 14.0 5 75 Cola 6562
8240 - 55.0 1 32 Fanta 5046
8241 M 95.0 5 63 "Strong beer" 9111
8242 м 39.0 2 24 Fanta 378
8243 "Не указан" 84.0 4 26 "Strong beer" 1799
8244 Ж 27.0 3 54 Cola 5109
8245 Ж 70.0 2 41 Cola 2241
8246 "Не указан" 60.0 3 17 Fanta 3207
8247 "Не указан" 64.0 3 44 Beerbeer 9005
8248 M 78.0 3 42 Bugbeer 9441
8249 м 16.0 3 19 Water 6589
8250 M 70.0 0 73 Bugbeer 8822
8251 M 74.0 0 50 Cola 3736
8252 - 87.0 0 60 Cola 4040
8253 - 50.0 5 27 Beerbeer 5004
8254 "Не указан" 23.0 4 41 "Strong beer" 3797
8255 M 99.0 1 69 Cola 1014
8256 M  3 49 "Strong beer" 9001
8257 - 16.0 1 65 Beerbeer 4531
8258 м 93.0 89302165 49 Bugbeer 4107
8259 - 14.0 3 23 Fanta 8330
8260 M 26.0 5 29 Bugbeer 1938
8261 - 1.0 5 79 Bugbeer 5149
8262 Ж 64.0 61593909 41 Water 5765
8263 Ж 85.0 1 40 "Strong beer" 148
8264 "Не указан" 61.0 3 30 Beerbeer 3060
8265 - 29.0 0 37 Fanta 6606
8266 м 78.0 4 62 Bugbeer 1247
8267 Ж 92.0 0 18 Water 49
8268 ж 91.0 3 14 Cola 3129
8269 Ж 40.0 2 62 "Strong beer" 3105
8270 ж 11.0 1 18 Water 5759
8271 м 71.0 4 16 Water 7360
8272 "Не указан" 73.0 1 63 Bugbeer 3793
8273 M 74.0 4 45 Fanta 1237
8274 "Не указан" 55.0 1 72 Cola 6669
8275 ж 13.0 4 27 Cola 1268
8276 ж 38.0 5 47 Cola 8047
8277 Ж 51.0 5 71 Beerbeer 9191
8278 "Не указан" 25.0 5 39 Water 6956
8279 - 43.0 0 67 Cola 5743
8280 "Не указан" 8.0 1 23 "Strong beer" 5694
8281 Ж 21.0 4 12 Water 3919
8282 M 45.0 5 80 Cola 4635
8283 - 55.0 0 64 Fanta 1192
8284 "Не указан" 5.0 3 80 Cola 1447
8285 ж 3.0 3 37 Beerbeer 8355
8286 Ж 97.0 -2 71 Cola 271
8287 м 92.0 3 29 "Strong beer" 3107
8288 M 97.0 3 40 Cola 9107
8289 ж 81.0 3 55 "Strong beer" 2227
8290 "Не указан" 53.0 0 42 Fanta 4369
8291 ж 23.0 0 53 "Strong beer" 1909
8292 - 93.0 46519169 77 Beerbeer 7048
8293 Ж 89.0 2 61 Bugbeer 7566
8294 Ж 14.0 2 71 Water 6151
8295 ж 59.0 0 20 Cola 8699
8296 M 36.0 1 23 Bugbeer 8524
8297 "Не указан" 44.0 1 33 Water 1232
8298 м 49.0 26550241 29 "Strong beer" 791
8299 м 69.0 0 43 Bugbeer 1594
8300 м 51.0 4 39 Cola 6795
8301 - 24.0 2 78 Fanta 4342
8302 "Не указан" 28.0 73990141 60 Cola 6305
8303 "Не указан" 29.0 5 64 Water 2166
8304 м 35.0 4 12 Fanta 5940
